UserId,Reputation,ViewCount,UpVotes,Answers_to_Questions,Total_Answer_Score,Comments_to_Questions,Total_c2q_Score,Comments_to_Answers,Total_c2a_Score
"1649","2041","1412","73","24","186","2","0","10","8"
"9550","2035","3224","406","25","301","29","42","42","60"
"13923","2031","1892","611","52","366","13","15","25","9"
"42047","2026","922","212","37","120","8","4","31","11"
"7","2023","1529","182","7","37","24","10","37","15"
"1672","2022","1691","45","20","187","12","6","20","10"
"22377","2022","462","858","19","73","43","60","23","5"
"31807","2020","654","79","12","90","15","16","13","5"
"345","2020","1860","250","33","146","41","99","47","64"
"38851","2016","861","809","18","80","39","15","27","9"
"1291","2004","1978","2624","22","102","81","99","97","123"
"102","2004","2193","473","54","435","36","39","51","69"
"6107","2001","1443","77","27","206","12","32","8","4"
"17787","2000","3698","163","11","57","47","11","85","11"
"36950","1999","457","11","25","157","8","11","24","15"
"3154","1993","1904","551","40","249","23","18","76","100"
"1921","1985","2871","20","18","178","14","29","13","17"
"767","1983","910","36","32","220","49","60","73","80"
"37214","1977","839","85","10","23","13","8","22","9"
"2389","1974","1034","571","10","54","54","5","50","11"
"33039","1969","751","255","16","131","40","48","26","20"
"6481","1966","1438","1093","30","508","38","50","32","34"
"7437","1956","1889","166","40","468","34","107","56","99"
"14969","1950","1467","639","19","96","26","10","20","4"
"11318","1950","1839","232","35","201","41","14","53","12"
"9091","1947","761","14","64","110","16","4","56","6"
"2819","1938","2970","760","14","66","40","42","39","16"
"43326","1935","540","190","27","102","115","49","14","8"
"17969","1934","1133","0","29","174","","","7","8"
"2669","1929","2527","2980","27","137","73","76","104","122"
"2234","1927","1856","420","7","20","54","18","62","18"
"38267","1921","846","904","18","76","59","39","22","9"
"2381","1918","2159","649","17","107","9","7","33","35"
"3928","1918","887","228","31","124","22","12","31","16"
"1102","1917","1078","473","22","151","12","5","12","11"
"6779","1910","1575","182","4","18","12","18","11","3"
"49003","1910","260","660","13","89","11","9","6","1"
"8938","1909","553","204","23","62","28","5","23","5"
"13381","1909","501","72","20","124","9","10","19","13"
"26013","1909","1006","0","63","217","32","47","33","24"
"34490","1904","4778","31","7","26","53","5","20","6"
"4046","1902","1802","589","13","136","2","3","28","9"
"65915","1902","627","212","1","5","14","5","40","130"
"15293","1901","3300","181","11","62","57","31","113","37"
"10251","1895","975","18","14","162","8","7","26","15"
"7936","1895","1420","135","26","192","34","66","31","181"
"46855","1893","551","0","41","189","23","30","16","7"
"27465","1890","2145","1408","31","221","43","51","39","75"
"32210","1888","587","129","8","35","23","21","22","7"
"8719","1884","888","1444","39","178","45","47","51","42"
"7302","1876","616","0","14","125","12","33","14","67"
"1737","1873","939","280","16","80","69","12","47","8"
"3544","1872","2621","216","7","17","30","3","30","24"
"6574","1871","874","45","16","175","6","9","11","20"
"4500","1865","2358","163","23","122","50","8","40","41"
"35626","1865","2153","6","79","171","631","386","296","138"
"2126","1865","990","524","1","3","14","11","17","12"
"36067","1864","1953","11","11","32","24","9","30","6"
"3509","1862","1314","321","31","137","34","9","48","54"
"3121","1861","675","88","8","68","23","14","24","17"
"27933","1859","1066","482","12","46","48","72","20","28"
"48831","1858","686","41","9","18","4","3","14","6"
"38145","1858","1518","81","","","","","1","0"
"30364","1853","803","567","25","213","9","20","20","24"
"8857","1852","2717","482","41","147","195","143","57","35"
"80744","1851","1535","18","31","139","9","7","10","10"
"23835","1848","1010","115","7","21","27","0","25","1"
"39004","1847","906","165","22","93","53","26","31","4"
"5984","1845","1039","396","11","95","16","8","24","7"
"3698","1841","836","308","35","158","19","4","37","27"
"39421","1838","796","36","12","57","20","15","9","8"
"4692","1838","2180","3","6","33","17","20","11","11"
"70739","1835","1321","5","23","158","83","131","48","46"
"4096","1833","1698","98","19","33","93","19","64","13"
"30790","1831","231","64","16","124","8","12","13","4"
"461","1830","3621","767","28","202","63","93","99","42"
"42864","1829","1508","877","2","1","7","0","3","0"
"7644","1827","645","63","17","136","45","46","32","12"
"36707","1827","242","5","10","48","4","7","5","9"
"17980","1827","1793","578","21","125","23","19","33","16"
"17901","1826","1428","97","26","89","20","7","37","3"
"9947","1824","2606","349","17","81","82","22","120","30"
"23193","1823","869","125","24","105","41","39","30","6"
"12643","1821","1870","61","33","91","81","28","83","19"
"41263","1816","4309","3","30","171","2","0","6","5"
"35959","1814","8166","64","26","30","21","12","34","5"
"4298","1813","2308","264","19","39","47","9","71","11"
"54788","1810","369","54","","","1","0","2","0"
"327","1803","1329","151","29","112","18","9","35","17"
"4622","1801","1351","136","15","82","21","16","21","29"
"5869","1796","2060","323","17","149","23","33","48","33"
"31233","1791","1282","943","7","62","24","17","22","20"
"61785","1787","296","612","1","6","","","",""
"9896","1786","1950","174","39","116","33","26","47","46"
"3837","1785","3471","4","13","142","10","12","19","59"
"6030","1784","1115","2","16","92","2","0","12","5"
"17164","1783","836","25","14","66","33","50","19","40"
"1234","1782","1749","2005","45","396","12","19","56","57"
"18086","1772","1380","647","36","195","110","180","51","66"
"11885","1770","2772","43","46","282","35","26","77","88"
"15780","1762","715","142","16","72","38","46","18","11"
"1148","1761","3078","798","26","511","6","0","13","27"
"469","1758","2028","624","32","262","21","46","28","38"
"848","1758","1422","441","23","178","66","54","59","64"
"33842","1756","790","319","38","123","82","58","94","47"
"1557","1754","668","36","16","69","34","1","34","8"
"288","1748","743","270","8","111","5","8","9","6"
"1811","1744","431","145","14","82","9","11","16","14"
"20781","1737","806","554","25","147","32","17","38","21"
"12489","1731","1011","81","14","11","51","12","73","3"
"59248","1728","499","577","22","68","12","10","33","15"
"24563","1719","931","231","13","63","41","33","37","12"
"17308","1718","2987","194","21","113","329","320","53","52"
"10217","1718","1744","314","16","52","36","45","39","13"
"22878","1715","818","40","37","103","51","23","39","7"
"7982","1715","2178","263","18","139","87","89","52","90"
"5017","1713","1028","7","4","6","46","9","104","5"
"7079","1711","551","28","13","72","8","9","9","3"
"13061","1711","801","104","14","88","13","40","14","17"
"43681","1708","782","174","20","89","28","6","25","31"
"5337","1701","1448","90","12","50","30","6","52","12"
"307","1699","3696","817","15","182","13","13","19","108"
"13825","1699","1589","141","23","136","24","22","31","18"
"2666","1689","1184","156","4","22","23","2","8","3"
"36952","1688","277","79","","","1","0","4","0"
"1622","1679","2657","249","19","215","18","16","32","25"
"2082","1679","820","23","2","4","25","8","16","14"
"397","1675","697","51","21","193","24","36","46","16"
"46214","1675","365","63","12","89","5","2","5","2"
"493","1674","1222","152","18","141","8","16","19","13"
"9534","1670","2555","297","14","141","13","7","22","1"
"4433","1669","929","21","12","53","5","7","18","3"
"30062","1668","714","314","40","164","28","21","15","6"
"10718","1666","1244","360","25","87","100","43","64","87"
"3970","1659","1683","485","16","152","12","6","19","9"
"50901","1658","657","305","13","54","16","8","21","3"
"57583","1651","859","57","25","135","44","15","40","10"
"9430","1651","1015","145","31","139","11","8","21","11"
"70190","1650","379","38","1","1","9","3","3","1"
"15887","1647","2564","1802","23","109","44","31","32","13"
"1198","1643","5165","574","21","277","22","25","54","169"
"135","1640","1670","774","33","414","58","137","48","113"
"1261","1639","1124","295","10","208","24","7","29","33"
"30684","1635","877","296","35","165","65","49","16","20"
"1618","1635","1099","17","56","380","18","11","23","25"
"25854","1635","1320","67","2","2","75","18","48","11"
"3709","1635","1234","76","12","55","16","4","21","6"
"15002","1633","255","334","6","24","5","3","8","7"
"22512","1632","668","193","5","23","15","5","4","0"
"10675","1631","1520","127","16","124","15","3","20","9"
"296","1629","1297","4593","5","60","11","15","16","16"
"6084","1629","1554","38","21","32","10","5","17","6"
"35593","1624","433","138","32","76","69","51","34","5"
"2628","1618","1079","29","18","140","16","10","17","24"
"66688","1617","673","118","5","16","17","8","32","6"
"38966","1614","1322","517","3","66","9","2","8","14"
"5732","1613","1828","294","19","199","39","30","22","14"
"1121","1611","1514","285","12","116","28","87","15","68"
"26801","1604","593","10","25","132","58","52","31","16"
"11108","1603","645","52","20","156","26","34","38","29"
"88","1603","2282","7","10","131","5","18","9","6"
"8794","1602","903","44","12","122","15","4","4","0"
"49247","1599","483","30","17","67","12","1","15","4"
"11504","1599","1817","4","5","13","72","4","43","10"
"960","1595","1694","130","10","122","9","43","14","21"
"2011","1594","834","29","17","28","43","4","24","8"
"81488","1592","393","167","18","69","24","18","13","1"
"1096","1590","1131","1806","27","380","43","93","144","364"
"26705","1586","782","84","3","17","12","0","13","0"
"986","1586","3610","74","20","149","25","61","20","30"
"19369","1582","791","66","12","62","14","7","7","2"
"17498","1581","1676","197","27","124","30","27","27","13"
"4625","1576","1150","8","10","147","1","0","1","0"
"434","1576","673","157","14","217","5","0","17","16"
"41139","1573","493","1383","7","54","29","21","17","5"
"6486","1571","814","139","14","127","12","28","22","20"
"8508","1569","1277","416","19","118","63","76","201","357"
"53155","1568","431","221","1","2","11","3","6","0"
"26080","1565","1086","425","5","14","68","24","60","66"
"709","1565","1581","233","8","34","11","1","38","63"
"1060","1565","1001","55","17","145","23","7","43","24"
"38434","1560","541","2216","15","65","15","9","27","23"
"15819","1557","1508","284","24","120","70","34","81","86"
"1939","1556","1059","1274","35","117","68","49","97","53"
"33757","1555","531","63","2","23","5","1","9","2"
"7263","1553","708","66","7","133","3","1","2","0"
"8818","1553","766","157","20","130","26","22","33","22"
"20595","1552","869","88","17","114","35","15","51","15"
"18974","1551","1035","1434","1","0","25","11","33","2"
"18286","1545","994","30","3","24","18","7","19","9"
"5734","1542","1297","529","20","109","14","38","10","56"
"29730","1542","1169","219","","","38","5","83","0"
"3400","1540","480","152","19","106","28","16","12","3"
"13694","1540","893","100","8","21","37","23","31","2"
"6031","1539","1714","8","","","10","3","21","7"
"36285","1539","884","0","6","34","6","0","12","4"
"812","1537","1866","317","24","319","13","8","8","3"
"48554","1535","753","22","7","12","27","1","20","4"
"32972","1534","1744","788","16","61","18","6","9","6"
"21375","1533","699","1679","17","134","4","8","2","8"
"4336","1531","1495","917","8","19","53","12","32","25"
"3623","1523","3572","343","19","180","28","22","19","36"
"10707","1523","956","105","14","84","19","27","17","4"
"8217","1523","630","357","3","38","6","3","3","2"
"12664","1523","1171","354","59","208","46","47","60","43"
"36720","1522","1026","1437","3","10","17","2","18","6"
"484","1520","1632","298","20","175","14","24","29","18"
"76332","1520","199","13","3","5","2","0","1","0"
"2368","1518","289","98","28","132","10","18","19","16"
"4181","1517","1102","46","11","41","26","1","22","7"
"12487","1514","516","12","23","117","11","11","15","11"
"7193","1513","2194","29","33","194","9","5","34","28"
"1516","1512","824","260","8","37","14","39","9","2"
"7932","1508","801","141","16","85","21","19","17","41"
"9942","1506","747","2","20","103","1","4","9","3"
"1049","1504","2130","277","21","214","15","9","30","34"
"4118","1503","967","161","18","156","7","0","52","77"
"2056","1501","518","155","12","102","19","43","9","3"
"12336","1496","1296","54","23","124","27","21","23","11"
"1568","1495","2684","406","33","211","10","10","12","5"
"37808","1493","420","69","14","91","14","1","43","4"
"4614","1493","1615","175","13","208","120","117","39","28"
"19077","1493","960","67","22","125","17","14","47","84"
"58001","1491","476","126","","","1","1","2","15"
"949","1491","1084","103","15","127","4","5","8","1"
"26319","1491","444","65","4","34","10","1","4","1"
"5587","1491","2121","348","8","129","58","154","41","132"
"1171","1488","1235","513","24","185","24","15","37","23"
"2620","1487","1682","678","37","166","32","49","23","15"
"5124","1477","2573","56","8","99","5","4","10","9"
"4800","1476","2160","83","16","66","70","28","85","5"
"1168","1476","946","23","33","218","4","2","17","15"
"56920","1475","944","70","6","30","32","14","20","3"
"17029","1472","366","244","20","106","9","7","15","6"
"23388","1471","1702","415","11","71","13","42","11","2"
"6999","1465","647","1243","15","93","28","38","20","5"
"1400","1464","2684","50","19","206","43","18","51","27"
"34461","1456","506","371","8","30","32","18","55","11"
"34640","1455","564","86","6","41","21","42","4","10"
"8899","1455","1656","68","14","374","3","0","11","10"
"39552","1455","534","228","24","157","72","57","72","22"
"10941","1453","1681","180","34","105","40","29","30","10"
"61426","1447","603","39","3","8","11","9","5","1"
"20729","1446","863","326","12","83","18","11","35","40"
"8410","1445","1575","115","15","113","14","14","14","50"
"11286","1445","656","196","3","25","18","13","29","34"
"64141","1444","271","29","11","68","13","10","5","3"
"416","1442","1851","110","7","65","6","5","8","54"
"24706","1440","1444","350","6","28","22","8","15","20"
"4658","1439","2516","358","29","119","125","262","144","363"
"5372","1439","1542","19","41","243","11","6","10","3"
"42676","1439","474","47","7","53","11","13","5","7"
"1631","1436","1593","33","35","119","69","54","56","17"
"2678","1434","3164","41","12","26","73","14","190","7"
"4463","1433","1162","54","","","85","3","66","2"
"1888","1430","778","217","16","135","21","48","11","10"
"4659","1424","1453","302","11","107","50","64","31","29"
"83901","1423","254","36","","","2","2","1","0"
"8106","1422","760","38","15","97","24","3","17","13"
"51223","1421","595","461","3","19","45","10","16","3"
"39380","1418","415","113","","","14","1","21","0"
"9471","1417","980","208","12","101","28","41","27","77"
"5495","1416","1367","681","21","79","25","25","22","2"
"3958","1412","743","66","4","21","20","3","16","0"
"21230","1412","625","29","4","13","9","1","4","0"
"21369","1408","2176","47","17","102","55","43","35","7"
"17218","1406","666","27","18","90","19","6","47","1"
"3108","1406","1717","90","2","11","16","5","22","1"
"8050","1405","1485","37","25","187","9","28","10","11"
"7252","1405","1101","1845","16","70","47","39","68","34"
"31102","1404","2506","395","32","142","30","21","53","26"
"1590","1403","1010","225","37","331","38","74","37","63"
"43107","1403","1011","7","18","125","118","172","54","34"
"8824","1402","1059","703","17","125","16","29","14","21"
"37059","1400","307","2138","","","7","4","3","2"
"3676","1400","910","40","11","63","22","6","37","73"
"47312","1399","413","29","9","91","7","6","10","16"
"43559","1398","310","162","10","72","20","29","18","3"
"1474","1397","733","214","13","156","18","9","15","28"
"5583","1395","4201","1160","24","221","68","60","142","242"
"7333","1394","1126","118","16","100","21","9","28","2"
"1042","1388","728","147","29","203","13","10","27","21"
"4753","1387","1195","783","14","84","15","5","19","6"
"5744","1385","1305","73","6","55","23","35","26","2"
"16002","1385","1003","832","30","124","28","59","19","38"
"8131","1384","2235","572","31","99","44","94","58","11"
"5751","1383","1177","127","23","156","16","18","42","66"
"8843","1382","3103","905","21","129","69","24","108","90"
"3214","1378","287","28","10","101","5","2","11","5"
"20999","1375","344","44","","","3","0","4","1"
"84144","1374","1257","28","","","3","2","4","0"
"13215","1370","1042","171","8","39","19","27","9","0"
"3701","1368","1137","339","21","109","25","16","33","34"
"24916","1365","575","144","7","32","19","10","14","3"
"14913","1364","1596","81","17","122","42","45","35","28"
"17734","1364","448","229","10","66","19","15","26","5"
"4580","1361","1587","92","31","127","67","71","43","60"
"3329","1361","1246","343","20","145","11","53","56","84"
"17644","1361","1208","129","9","37","6","0","13","5"
"32022","1355","438","39","10","44","25","24","9","17"
"4180","1351","995","90","25","184","24","17","18","14"
"19368","1343","839","178","22","103","22","8","25","6"
"9422","1341","787","9","37","109","18","0","16","9"
"2308","1340","746","56","10","96","11","27","11","10"
"6133","1339","2666","79","17","127","8","8","15","10"
"2562","1338","604","8","16","106","8","86","18","28"
"6494","1338","959","15050","50","101","31","19","39","24"
"9248","1338","959","257","10","109","4","2","10","13"
"11028","1337","818","99","17","50","30","6","41","5"
"1715","1334","685","24","33","104","18","20","26","13"
"4366","1332","1055","145","42","116","45","32","43","11"
"9890","1330","669","107","20","93","27","39","20","15"
"1058","1329","752","397","3","43","26","36","5","1"
"61939","1329","3007","8","19","120","144","251","51","30"
"39142","1328","619","17","5","38","1","1","9","11"
"22606","1328","1451","103","11","30","36","2","45","2"
"2089","1326","3725","262","28","211","10","12","33","19"
"8923","1322","973","91","9","131","8","13","20","25"
"40723","1316","288","69","4","6","16","3","4","4"
"361","1311","915","44","4","25","5","2","4","5"
"7878","1311","1113","754","16","132","32","65","25","50"
"40352","1311","1019","68","27","101","62","74","44","24"
"10980","1308","909","91","13","19","61","1","68","10"
"45707","1306","184","50","2","8","","","4","0"
"2578","1304","861","375","24","117","24","34","17","6"
"78061","1299","279","53","14","31","11","7","18","11"
"34951","1298","1068","23","18","101","4","12","19","24"
"73388","1297","231","1","3","32","1","0","",""
"2701","1296","1504","137","11","78","39","11","52","49"
"2147","1293","1213","270","15","102","55","17","29","20"
"3757","1291","1274","125","7","35","22","26","14","6"
"6773","1291","2070","19","18","201","71","155","73","266"
"6223","1288","695","9","5","104","2","0","5","2"
"8755","1288","2580","26","7","21","44","3","58","6"
"18606","1287","345","48","5","18","10","13","5","2"
"60618","1286","462","0","19","79","3","1","6","7"
"9848","1286","2499","0","1","133","","","",""
"14024","1285","2511","138","6","19","110","3","120","3"
"8737","1285","738","33","40","130","38","16","28","4"
"29992","1284","646","95","25","71","46","51","29","16"
"87910","1284","454","34","1","-5","","","1","1"
"5018","1283","538","414","9","41","13","21","7","31"
"2386","1279","3715","1684","16","77","38","8","48","7"
"19520","1275","1968","50","42","66","38","11","60","7"
"26608","1271","839","20","25","66","37","6","11","2"
"53059","1271","811","553","4","13","5","1","7","0"
"12204","1271","461","142","6","24","4","0","6","0"
"5292","1270","1273","65","4","6","35","7","41","13"
"6781","1266","530","27","24","110","16","16","14","5"
"22052","1266","856","99","15","78","26","36","28","12"
"23827","1265","208","12","14","55","2","0","9","3"
"33741","1265","513","48","22","54","56","22","38","4"
"11332","1262","537","370","33","114","32","23","31","45"
"7021","1261","307","157","12","62","4","5","3","5"
"109","1257","809","118","21","87","26","17","39","30"
"5621","1256","1185","89","6","53","14","14","19","2"
"15247","1255","760","14","13","99","1","1","3","0"
"40120","1254","625","82","47","118","83","61","50","7"
"33768","1253","530","103","10","71","5","12","18","5"
"19864","1253","773","29","2","9","36","4","28","2"
"16302","1252","708","1870","2","14","7","9","5","4"
"9232","1251","724","63","6","29","11","1","18","2"
"5107","1249","459","34","12","34","3","1","4","6"
"13356","1244","900","3693","8","34","30","11","27","4"
"12419","1243","542","652","2","7","6","8","10","11"
"56462","1243","4418","117","","","5","1","7","0"
"5239","1242","639","291","5","16","34","14","17","15"
"6651","1242","2995","261","28","120","183","167","81","104"
"1190","1241","619","7","3","14","24","5","29","6"
"20281","1238","689","113","27","105","19","13","18","6"
"1229","1237","933","482","7","62","3","12","3","0"
"1832","1234","786","44","1","1","14","1","18","1"
"675","1234","1357","164","35","583","10","18","21","8"
"29316","1234","2571","136","32","181","57","44","55","16"
"1841","1231","1460","119","5","50","23","5","22","11"
"5340","1229","1202","1798","43","202","127","139","129","204"
"40950","1229","498","41","9","41","1","4","6","3"
"7732","1229","1034","1035","18","127","26","11","25","12"
"44949","1228","616","67","13","33","56","4","50","35"
"36090","1227","425","1362","19","74","34","59","11","12"
"4690","1226","1438","84","14","24","27","10","20","0"
"5627","1224","2730","2547","30","170","102","114","86","55"
"412","1224","2373","335","16","142","23","79","22","54"
"49208","1224","461","110","39","82","40","13","32","6"
"22714","1221","4561","3177","34","175","11","1","31","14"
"27398","1220","1129","8","","","78","5","20","0"
"29491","1217","686","325","10","33","35","8","32","17"
"15503","1214","1159","332","23","85","59","26","36","6"
"6013","1214","966","83","25","129","8","1","10","2"
"799","1213","733","66","5","30","20","2","31","5"
"18571","1213","699","254","6","13","19","11","28","4"
"23829","1213","498","17","4","29","7","3","13","6"
"22389","1212","648","12898","25","108","33","15","29","14"
"5702","1211","885","0","1","121","","","1","29"
"6921","1209","1011","44","16","129","5","9","6","1"
"2192","1209","1003","506","6","38","15","6","26","42"
"19045","1208","720","113","14","59","37","33","45","14"
"14807","1208","725","71","9","29","7","5","5","30"
"39115","1207","1163","1001","12","30","29","8","24","2"
"2415","1206","1118","73","15","86","39","7","21","31"
"24611","1206","457","70","2","2","28","0","37","8"
"10227","1206","566","153","31","86","25","17","55","2"
"13302","1205","1493","146","12","68","11","15","15","19"
"6249","1205","1259","500","5","52","41","19","24","19"
"8345","1204","885","707","18","142","37","75","57","165"
"2625","1204","786","55","","","15","4","31","9"
"8419","1202","832","42","3","13","23","6","25","0"
"20052","1201","350","250","12","58","14","6","13","1"
"4003","1198","1318","160","16","97","13","19","18","7"
"2036","1196","1580","68","22","124","17","31","35","94"
"39487","1193","808","3","14","116","69","73","44","35"
"26002","1193","510","40","7","51","1","1","5","0"
"35419","1193","345","82","6","57","18","1","5","0"
"25355","1192","1075","18","22","77","19","12","23","4"
"1231","1192","1580","1480","15","57","13","13","18","26"
"84390","1192","1317","55","1","1","4","0","2","0"
"53091","1190","572","13","6","39","7","7","8","12"
"7867","1188","823","142","8","27","26","52","38","9"
"15517","1183","1228","346","20","63","19","8","20","2"
"5279","1182","785","34","1","6","12","9","13","37"
"1729","1180","1352","258","14","130","27","27","76","55"
"8552","1180","936","0","21","130","39","49","48","45"
"16751","1179","815","6","13","114","13","6","19","20"
"13700","1179","1634","285","5","24","41","90","32","14"
"2900","1175","732","29","5","13","35","1","26","0"
"9840","1175","224","233","13","102","17","6","17","18"
"37021","1173","986","84","9","33","29","28","34","37"
"1648","1169","1228","95","","","36","1","30","2"
"8784","1168","1182","369","1","1","23","1","14","1"
"29555","1167","861","9","11","134","29","52","35","29"
"21339","1166","882","59","11","28","55","10","73","4"
"19186","1163","891","105","6","26","24","16","23","4"
"2003","1163","1798","228","9","42","21","9","34","8"
"1547","1162","983","49","20","342","10","3","20","7"
"401","1161","569","16","7","41","10","0","15","2"
"62367","1161","246","68","5","16","27","2","22","4"
"10146","1160","381","100","2","9","4","3","2","0"
"2348","1158","1122","213","6","12","26","5","43","2"
"4642","1157","722","375","8","34","35","5","19","19"
"8146","1157","782","151","21","128","48","24","35","16"
"813","1156","987","882","21","106","18","27","13","11"
"16107","1154","740","120","3","9","17","2","17","10"
"730","1153","884","46","15","93","6","6","9","15"
"44817","1152","745","0","31","90","2","3","3","0"
"429","1152","2786","162","26","140","31","18","59","48"
"63877","1151","2347","38","","","20","17","23","4"
"7458","1151","766","649","17","44","44","50","40","40"
"14835","1149","802","112","6","2","47","7","31","3"
"1437","1148","1281","210","25","289","29","39","24","12"
"62673","1148","397","46","","","7","2","3","0"
"117551","1145","41","102","9","80","11","18","15","4"
"13647","1144","522","13","10","39","19","19","7","0"
"2004","1143","522","128","13","76","11","18","16","8"
"2490","1141","443","0","10","108","14","37","3","7"
"30395","1141","299","0","3","10","23","9","32","2"
"10273","1138","775","33","4","20","23","8","32","11"
"12357","1135","2509","1318","24","329","149","217","64","66"
"36625","1134","651","19","9","87","4","7","2","4"
"8798","1131","217","13","12","100","","","3","2"
"12352","1131","5023","12","10","82","1","0","6","5"
"913","1131","644","163","14","149","10","2","22","35"
"38448","1130","1011","1290","39","185","55","52","81","166"
"2043","1128","1520","958","31","238","31","25","25","39"
"52824","1125","1315","5","25","139","107","120","65","46"
"24891","1125","1558","244","19","50","40","12","28","5"
"38068","1123","140","16","1","11","1","1","",""
"896","1123","999","106","13","85","2","9","6","2"
"377","1122","502","159","15","101","7","2","6","1"
"84700","1118","463","58","2","4","12","3","3","0"
"5792","1118","378","544","4","2","3","2","18","3"
"50426","1117","366","93","7","33","7","11","4","0"
"58888","1115","136","21","3","27","8","1","1","1"
"4281","1113","1506","137","22","319","25","21","24","36"
"16857","1113","1390","103","7","17","63","55","48","12"
"8075","1112","885","607","12","82","7","15","13","26"
"17114","1111","1116","266","10","81","84","65","30","26"
"6521","1108","610","64","26","194","6","4","16","35"
"1202","1108","3260","148","6","51","11","11","14","88"
"65800","1108","601","95","","","11","2","14","1"
"15630","1107","1149","278","10","97","69","143","14","5"
"14740","1106","1624","126","29","215","27","37","27","21"
"956","1105","1706","1675","18","158","41","25","61","73"
"262","1105","5908","767","21","228","26","33","19","46"
"31371","1104","383","129","19","72","11","6","11","6"
"36579","1102","850","205","5","34","4","1","1","1"
"12884","1102","570","19","","","5","3","10","0"
"31356","1100","486","47","4","21","26","3","6","0"
"333","1099","1044","178","18","186","5","12","17","18"
"2985","1098","518","17","7","65","3","0","11","2"
"6522","1096","2444","50","15","243","12","6","27","42"
"43354","1095","425","40","3","20","11","3","12","1"
"33064","1094","405","54","3","9","9","1","2","1"
"31331","1094","985","0","7","75","","","",""
"2181","1089","2175","3","8","79","2","1","6","7"
"239","1089","536","319","14","142","6","62","3","7"
"30516","1087","547","180","12","77","23","27","12","9"
"7655","1085","1745","57","12","46","48","23","36","9"
"20516","1084","1100","67","17","74","102","43","67","20"
"22608","1083","135","33","14","79","3","2","6","8"
"6517","1082","663","76","13","42","6","5","6","2"
"2183","1077","618","59","6","56","8","6","19","15"
"4087","1075","539","506","6","64","19","27","12","8"
"6015","1071","839","104","13","173","18","14","14","13"
"1478","1069","1084","35","22","135","23","10","38","10"
"23317","1068","1496","16","11","27","28","4","34","2"
"942","1068","867","44","6","45","33","73","28","57"
"1246","1068","925","784","19","51","10","7","36","16"
"1100","1067","635","9","6","61","9","40","3","0"
"6355","1064","1075","69","18","150","16","7","14","5"
"4085","1064","876","40","12","283","7","14","22","15"
"8435","1062","601","79","18","77","15","3","17","5"
"5831","1061","2377","449","2","17","37","21","20","30"
"6751","1060","1022","64","11","181","5","18","15","35"
"1887","1058","1615","309","11","36","19","11","36","12"
"5323","1056","688","16","2","22","8","3","6","3"
"1245","1055","1384","85","23","137","38","24","70","68"
"62434","1055","1449","235","8","72","13","11","18","13"
"6948","1054","2786","57","4","59","4","11","6","10"
"30081","1054","2207","542","17","29","54","19","39","11"
"69194","1053","491","166","26","57","10","4","21","5"
"22294","1050","1371","180","17","73","22","14","10","15"
"5281","1050","677","67","5","58","7","0","9","0"
"56617","1049","565","0","5","86","1","0","2","9"
"13139","1048","824","14","11","26","24","3","37","8"
"48866","1047","561","113","7","16","30","8","17","4"
"47305","1047","698","33","23","101","38","49","39","27"
"41301","1045","498","25","2","3","4","0","7","2"
"343","1042","1346","244","14","91","20","8","24","23"
"34050","1042","431","147","44","124","41","41","32","17"
"5917","1041","3075","41","22","62","67","36","73","39"
"36886","1041","660","738","6","7","34","2","21","1"
"15735","1039","969","109","4","14","33","9","31","18"
"25511","1038","539","183","2","23","13","0","20","7"
"41619","1036","434","0","","","33","1","40","5"
"10431","1036","1318","8","1","111","","","",""
"16858","1035","5009","35","4","42","15","0","32","9"
"13762","1034","552","63","19","105","20","25","28","15"
"580","1033","1625","199","4","86","2","3","4","2"
"8680","1033","866","24","16","45","29","1","11","0"
"6771","1032","444","11","7","72","6","4","7","6"
"20507","1032","405","151","23","61","50","28","6","14"
"19029","1032","657","212","19","90","20","14","16","9"
"37385","1032","954","54","5","2","66","13","92","13"
"3448","1031","1242","92","4","38","7","0","20","10"
"2604","1031","1136","313","11","249","6","13","15","218"
"2158","1031","774","48","14","104","3","0","9","14"
"445","1030","590","22","8","119","2","6","11","15"
"6698","1027","657","27","12","80","43","49","33","49"
"800","1027","635","38","12","76","14","4","16","4"
"175","1026","1162","469","9","134","11","25","26","363"
"2260","1025","1578","82","11","73","8","16","32","11"
"46690","1025","699","15","17","65","84","48","63","36"
"35687","1024","392","136","5","48","1","1","5","6"
"54458","1023","394","115","11","45","12","9","13","5"
"7759","1022","3487","74","17","96","10","3","7","2"
"5304","1020","586","177","16","140","15","5","19","34"
"15980","1020","895","43","12","54","27","26","20","10"
"52918","1020","263","216","2","7","5","2","5","1"
"31026","1015","646","19","8","75","5","1","5","6"
"83598","1014","263","350","1","3","17","1","6","1"
"84768","1014","1675","94","1","2","30","9","4","0"
"70355","1013","1397","1029","15","9","83","2","25","5"
"26538","1012","160","696","5","94","10","12","9","7"
"6263","1009","662","296","3","10","7","20","6","5"
"5496","1009","1329","136","21","66","12","16","13","2"
"14037","1009","740","75","8","24","7","2","8","2"
"6104","1008","409","30","","","6","2","3","2"
"979","1008","610","197","10","51","17","14","14","1"
"2533","1007","806","175","8","71","9","6","14","7"
"32178","1005","393","27","15","62","10","15","17","11"
"42636","1004","311","28","3","12","3","3","2","0"
"142","1003","236","92","3","78","4","0","9","1"
